cohort	contrast	locus_class	locus_id	pass_screen	n_callable	callability	n_distinct	minor_count	reason
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00259	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00306	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00364	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00150	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00841	False	5	0.5	1	0	CALLABILITY_0.500_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00119	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00214	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00316	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00109	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00210	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00202	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00404	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00436	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00181	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00276	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00047	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00206	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00053	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00120	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00245	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00085	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00314	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00193	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00430	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00811	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00290	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00007	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00116	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00344	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00087	False	10	1.0	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00839	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00222	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00106	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00485	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00501	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00138	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00010	True	9	0.9	7	2	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00177	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00194	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00699	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00603	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00241	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00345	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00157	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00415	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00189	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00347	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00274	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00379	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00383	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00531	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL01053	False	8	0.8	2	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00209	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00460	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00155	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00261	False	6	0.6	1	0	CALLABILITY_0.600_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00414	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00134	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00231	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00187	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00540	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00075	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00141	True	10	1.0	3	3	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00223	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00357	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00107	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00423	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00424	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00782	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00818	False	2	0.2	1	0	CALLABILITY_0.200_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00934	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00361	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00609	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00443	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00321	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00225	False	5	0.5	1	0	CALLABILITY_0.500_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00163	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00386	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00105	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00376	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00234	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00849	False	2	0.2	1	0	CALLABILITY_0.200_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00229	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00502	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00521	False	7	0.7	2	2	CALLABILITY_0.700_LT_0.80
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00165	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00360	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00025	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00125	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00008	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00342	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00702	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00013	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00172	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00679	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00804	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00304	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00496	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00264	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00352	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00482	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00613	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00318	False	3	0.3	1	0	CALLABILITY_0.300_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00166	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00243	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00751	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00024	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00325	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00369	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00108	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00544	False	4	0.4	1	0	CALLABILITY_0.400_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00043	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00838	False	2	0.2	1	0	CALLABILITY_0.200_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00365	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00242	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00246	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00442	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00645	False	10	1.0	3	1	MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00311	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00111	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00337	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00421	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00044	False	3	0.3	2	1	CALLABILITY_0.300_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00305	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00090	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00239	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00380	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00419	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00072	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00232	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00162	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00573	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00014	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00117	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00002	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00267	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00640	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00817	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00143	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00322	False	5	0.5	1	0	CALLABILITY_0.500_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00303	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00429	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00809	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00174	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00154	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00835	False	6	0.6	1	0	CALLABILITY_0.600_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00050	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00042	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00465	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00089	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00199	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00505	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00503	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00079	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00169	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00548	False	0	0.0	0	0	CALLABILITY_0.000_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00313	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00601	False	6	0.6	2	1	CALLABILITY_0.600_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00319	False	3	0.3	2	1	CALLABILITY_0.300_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL01081	False	4	0.4	2	1	CALLABILITY_0.400_LT_0.80;MINOR_ALLELE_COUNT_1_LT_2
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00370	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00074	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00204	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00292	False	2	0.2	1	0	CALLABILITY_0.200_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00112	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00709	True	9	0.9	2	2	PASS
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00682	False	1	0.1	1	0	CALLABILITY_0.100_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00466	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00413	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00524	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00761	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00447	False	7	0.7	1	0	CALLABILITY_0.700_LT_0.80;MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00530	False	8	0.8	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00145	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00262	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00273	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00450	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00514	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00113	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00351	False	9	0.9	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00407	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00127	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00493	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
PRJNA678459	AG_vs_GC	PRIMARY_TECHNICAL	HPL00275	False	10	1.0	1	0	MONOMORPHIC_OR_UNCALLABLE
