biosample	run_accession	locus_id	g7_locus_class	member_used	member_conflict	callable	uncallable_reason	spanning_reads	dominant_bp	dominant_fraction	confidence_class	mixed_flag	functional_state
SAMN16801848	SRR13089481	HPL00014	PRIMARY_TECHNICAL	HPL00014_J99	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00018	PROVISIONAL_TECHNICAL	HPL00018_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00019	PRIMARY_TECHNICAL	HPL00019_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00022	PROVISIONAL_TECHNICAL	HPL00022_P12	NONE	YES	.	39	14	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00024	PRIMARY_TECHNICAL	HPL00024_26695	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00025	PRIMARY_TECHNICAL	HPL00025_26695	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00030	PROVISIONAL_TECHNICAL	HPL00030_26695	NONE	YES	.	27	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00031	PROVISIONAL_TECHNICAL	HPL00031_India7	NONE	YES	.	42	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00033	PROVISIONAL_TECHNICAL	HPL00033_P12	NONE	YES	.	20	11	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00037	PRIMARY_TECHNICAL	HPL00037_26695	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00038	PRIMARY_TECHNICAL	HPL00038_26695	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00040	PRIMARY_TECHNICAL	HPL00040_J99	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00042	PRIMARY_TECHNICAL	HPL00042_Shi470	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00043	PRIMARY_TECHNICAL	HPL00043_26695	NONE	YES	.	23	8	0.9565	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00044	PRIMARY_TECHNICAL	HPL00044_26695	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00045	PROVISIONAL_TECHNICAL	HPL00045_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00046	PROVISIONAL_TECHNICAL	HPL00046_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00047	PRIMARY_TECHNICAL	HPL00047_Shi470	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00049	PRIMARY_TECHNICAL	HPL00049_Shi470	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00050	PRIMARY_TECHNICAL	HPL00050_26695	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00051	PRIMARY_TECHNICAL	HPL00051_G27	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00053	PRIMARY_TECHNICAL	HPL00053_26695	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00055	PRIMARY_TECHNICAL	HPL00055_Shi470	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00060	PROVISIONAL_TECHNICAL	HPL00060_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00061	PROVISIONAL_TECHNICAL	HPL00061_26695	NONE	YES	.	32	9	0.9062	HIGH	NONE	ON
SAMN16801848	SRR13089481	HPL00063	PROVISIONAL_TECHNICAL	HPL00063_26695	NONE	YES	.	36	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00064	PRIMARY_TECHNICAL	HPL00064_HPAG1	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00065	PROVISIONAL_TECHNICAL	HPL00065_26695	NONE	YES	.	35	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00068	PRIMARY_TECHNICAL	HPL00068_Shi470	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00070	PROVISIONAL_TECHNICAL	HPL00070_26695	NONE	YES	.	25	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00071	PRIMARY_TECHNICAL	HPL00071_26695	NONE	YES	.	13	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00072	PRIMARY_TECHNICAL	HPL00072_HPAG1	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00073	PRIMARY_TECHNICAL	HPL00073_J99	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00074	PRIMARY_TECHNICAL	HPL00074_26695	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00075	PRIMARY_TECHNICAL	HPL00075_J99	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00076	PRIMARY_TECHNICAL	HPL00076_J99	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00077	PRIMARY_TECHNICAL	HPL00077_B8	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00079	PRIMARY_TECHNICAL	HPL00079_HPAG1	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00080	PRIMARY_TECHNICAL	HPL00080_26695	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00083	PROVISIONAL_TECHNICAL	HPL00083_26695	NONE	YES	.	32	13	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00084	PRIMARY_TECHNICAL	HPL00084_P12	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00085	PRIMARY_TECHNICAL	HPL00085_26695	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00087	PRIMARY_TECHNICAL	HPL00087_Shi470	NONE	YES	.	28	9	0.9643	HIGH	NONE	AMBIGUOUS
SAMN16801848	SRR13089481	HPL00089	PRIMARY_TECHNICAL	HPL00089_Shi470	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00090	PRIMARY_TECHNICAL	HPL00090_26695	NONE	YES	.	21	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00099	PRIMARY_TECHNICAL	HPL00099_26695	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00103	PRIMARY_TECHNICAL	HPL00103_G27	NONE	YES	.	20	16	0.6000	HIGH	MIXTURE_CANDIDATE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00104	PRIMARY_TECHNICAL	HPL00104_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00105	PRIMARY_TECHNICAL	HPL00105_J99	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00106	PRIMARY_TECHNICAL	HPL00106_G27	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00107	PRIMARY_TECHNICAL	HPL00107_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00108	PRIMARY_TECHNICAL	HPL00108_B8	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00109	PRIMARY_TECHNICAL	HPL00109_Shi470	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00111	PRIMARY_TECHNICAL	HPL00111_26695	NONE	YES	.	48	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00112	PRIMARY_TECHNICAL	HPL00112_G27	NONE	YES	.	40	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00113	PRIMARY_TECHNICAL	HPL00113_26695	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00116	PRIMARY_TECHNICAL	HPL00116_26695	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00117	PRIMARY_TECHNICAL	HPL00117_HPAG1	NONE	YES	.	41	9	0.9756	HIGH	NONE	AMBIGUOUS
SAMN16801848	SRR13089481	HPL00119	PRIMARY_TECHNICAL	HPL00119_Shi470	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00120	PRIMARY_TECHNICAL	HPL00120_Shi470	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00121	PRIMARY_TECHNICAL	HPL00121_P12	NONE	YES	.	22	7	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00123	PRIMARY_TECHNICAL	HPL00123_26695	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00125	PRIMARY_TECHNICAL	HPL00125_26695	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00126	PRIMARY_TECHNICAL	HPL00126_HPAG1	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00127	PRIMARY_TECHNICAL	HPL00127_26695	NONE	YES	.	30	9	0.9667	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00134	PRIMARY_TECHNICAL	HPL00134_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00138	PRIMARY_TECHNICAL	HPL00138_B8	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00139	PRIMARY_TECHNICAL	HPL00139_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00141	PRIMARY_TECHNICAL	HPL00141_Shi470	NONE	YES	.	25	7	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00143	PRIMARY_TECHNICAL	HPL00143_26695	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00145	PRIMARY_TECHNICAL	HPL00145_26695	NONE	YES	.	50	8	0.9800	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00150	PRIMARY_TECHNICAL	HPL00150_P12	NONE	YES	.	26	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00151	PROVISIONAL_TECHNICAL	HPL00151_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00154	PRIMARY_TECHNICAL	HPL00154_HPAG1	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00155	PRIMARY_TECHNICAL	HPL00155_HPAG1	NONE	YES	.	22	9	0.9545	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00156	PRIMARY_TECHNICAL	HPL00156_J99	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00157	PRIMARY_TECHNICAL	HPL00157_G27	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00158	PRIMARY_TECHNICAL	HPL00158_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00162	PRIMARY_TECHNICAL	HPL00162_26695	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00163	PRIMARY_TECHNICAL	HPL00163_Shi470	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00165	PRIMARY_TECHNICAL	HPL00165_HPAG1	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00166	PRIMARY_TECHNICAL	HPL00166_P12	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00169	PRIMARY_TECHNICAL	HPL00169_J99	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00170	PRIMARY_TECHNICAL	HPL00170_26695	NONE	NO	NOT_CALLER_ELIGIBLE:NO:not_uniquely_anchorable				NA	NA	NOT_APPLICABLE
SAMN16801848	SRR13089481	HPL00172	PRIMARY_TECHNICAL	HPL00172_Shi470	NONE	YES	.	45	8	0.9556	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00174	PRIMARY_TECHNICAL	HPL00174_26695	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00177	PRIMARY_TECHNICAL	HPL00177_G27	NONE	YES	.	31	10	0.9355	HIGH	NONE	AMBIGUOUS
SAMN16801848	SRR13089481	HPL00178	PRIMARY_TECHNICAL	HPL00178_P12	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00181	PRIMARY_TECHNICAL	HPL00181_G27	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00183	PRIMARY_TECHNICAL	HPL00183_HPAG1	NONE	YES	.	25	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00187	PRIMARY_TECHNICAL	HPL00187_26695	NONE	YES	.	39	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00189	PRIMARY_TECHNICAL	HPL00189_26695	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00191	PRIMARY_TECHNICAL	HPL00191_Shi470	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00193	PRIMARY_TECHNICAL	HPL00193_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00194	PRIMARY_TECHNICAL	HPL00194_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00197	PROVISIONAL_TECHNICAL	HPL00197_B8	NONE	YES	.	29	8	0.9655	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00198	PRIMARY_TECHNICAL	HPL00198_B8	NONE	YES	.	46	8	0.9783	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00199	PRIMARY_TECHNICAL	HPL00199_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00202	PRIMARY_TECHNICAL	HPL00202_India7	NONE	YES	.	17	9	1.0000	MEDIUM	NONE	AMBIGUOUS
SAMN16801848	SRR13089481	HPL00204	PRIMARY_TECHNICAL	HPL00204_26695	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00206	PRIMARY_TECHNICAL	HPL00206_Shi470	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00209	PRIMARY_TECHNICAL	HPL00209_26695	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00210	PRIMARY_TECHNICAL	HPL00210_26695	NONE	YES	.	50	8	0.9600	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00214	PRIMARY_TECHNICAL	HPL00214_26695	NONE	YES	.	20	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00222	PRIMARY_TECHNICAL	HPL00222_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00223	PRIMARY_TECHNICAL	HPL00223_Shi470	NONE	YES	.	15	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00224	PRIMARY_TECHNICAL	HPL00224_Shi470	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00225	PRIMARY_TECHNICAL	HPL00225_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00229	PRIMARY_TECHNICAL	HPL00229_Shi470	NONE	YES	.	21	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00230	PROVISIONAL_TECHNICAL	HPL00230_26695	NONE	YES	.	36	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00231	PRIMARY_TECHNICAL	HPL00231_Shi470	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00232	PRIMARY_TECHNICAL	HPL00232_P12	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00234	PRIMARY_TECHNICAL	HPL00234_26695	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00239	PRIMARY_TECHNICAL	HPL00239_26695	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00241	PRIMARY_TECHNICAL	HPL00241_26695	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00242	PRIMARY_TECHNICAL	HPL00242_P12	NONE	YES	.	39	8	0.9744	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00243	PRIMARY_TECHNICAL	HPL00243_HPAG1	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00244	PRIMARY_TECHNICAL	HPL00244_26695	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00245	PRIMARY_TECHNICAL	HPL00245_P12	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00246	PRIMARY_TECHNICAL	HPL00246_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00247	PRIMARY_TECHNICAL	HPL00247_26695	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00251	PRIMARY_TECHNICAL	HPL00251_HPAG1	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00259	PRIMARY_TECHNICAL	HPL00259_Shi470	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00261	PRIMARY_TECHNICAL	HPL00261_G27	NONE	YES	.	25	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00262	PRIMARY_TECHNICAL	HPL00262_26695	NONE	YES	.	21	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00264	PRIMARY_TECHNICAL	HPL00264_26695	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00267	PRIMARY_TECHNICAL	HPL00267_26695	NONE	YES	.	24	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00270	PRIMARY_TECHNICAL	HPL00270_G27	NONE	YES	.	16	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00273	PRIMARY_TECHNICAL	HPL00273_G27	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00274	PRIMARY_TECHNICAL	HPL00274_India7	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00275	PRIMARY_TECHNICAL	HPL00275_J99	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00276	PRIMARY_TECHNICAL	HPL00276_26695	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00277	PRIMARY_TECHNICAL	HPL00277_26695	NONE	YES	.	45	8	0.9778	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00288	PRIMARY_TECHNICAL	HPL00288_P12	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00289	PRIMARY_TECHNICAL	HPL00289_P12	NONE	YES	.	16	9	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00290	PRIMARY_TECHNICAL	HPL00290_Shi470	NONE	YES	.	23	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00291	PROVISIONAL_TECHNICAL	HPL00291_26695	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00292	PRIMARY_TECHNICAL	HPL00292_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00293	PRIMARY_TECHNICAL	HPL00293_G27	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00297	PRIMARY_TECHNICAL	HPL00297_Shi470	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00299	PROVISIONAL_TECHNICAL	HPL00299_J99	NONE	YES	.	33	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00301	PRIMARY_TECHNICAL	HPL00301_Shi470	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00303	PRIMARY_TECHNICAL	HPL00303_26695	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00304	PRIMARY_TECHNICAL	HPL00304_26695	NONE	YES	.	18	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00305	PRIMARY_TECHNICAL	HPL00305_26695	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00306	PRIMARY_TECHNICAL	HPL00306_26695	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00311	PRIMARY_TECHNICAL	HPL00311_J99	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00312	PROVISIONAL_TECHNICAL	HPL00312_P12	NONE	YES	.	38	13	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00313	PRIMARY_TECHNICAL	HPL00313_26695	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00314	PRIMARY_TECHNICAL	HPL00314_26695	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00316	PRIMARY_TECHNICAL	HPL00316_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00318	PRIMARY_TECHNICAL	HPL00318_P12	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00319	PRIMARY_TECHNICAL	HPL00319_26695	NONE	YES	.	38	9	1.0000	HIGH	NONE	ON
SAMN16801848	SRR13089481	HPL00321	PRIMARY_TECHNICAL	HPL00321_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00322	PRIMARY_TECHNICAL	HPL00322_G27	NONE	YES	.	46	8	0.9783	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00325	PRIMARY_TECHNICAL	HPL00325_26695	NONE	YES	.	8	8	1.0000	LOW	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00329	PRIMARY_TECHNICAL	HPL00329_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801848	SRR13089481	HPL00330	PROVISIONAL_TECHNICAL	HPL00330_26695	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00332	PRIMARY_TECHNICAL	HPL00332_26695	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00333	PRIMARY_TECHNICAL	HPL00333_26695	NONE	YES	.	16	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00337	PRIMARY_TECHNICAL	HPL00337_26695	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00341	PRIMARY_TECHNICAL	HPL00341_26695	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00342	PRIMARY_TECHNICAL	HPL00342_G27	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00344	PRIMARY_TECHNICAL	HPL00344_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00345	PRIMARY_TECHNICAL	HPL00345_Shi470	NONE	YES	.	63	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00347	PRIMARY_TECHNICAL	HPL00347_B8	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00350	PRIMARY_TECHNICAL	HPL00350_Shi470	NONE	YES	.	34	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801848	SRR13089481	HPL00351	PRIMARY_TECHNICAL	HPL00351_J99	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
